Potential (V),Current (A)
0.253339024,-1.92E-06
0.265607278,-3.26E-06
0.277568825,-3.90E-06
0.289223666,-4.94E-06
0.301798626,-5.27E-06
0.313453467,-5.50E-06
0.325415014,-5.85E-06
0.337683268,-6.04E-06
0.349338109,-5.86E-06
0.361299656,-5.41E-06
0.37356791,-4.61E-06
0.385529457,-3.21E-06
0.397491004,-1.39E-06
0.409759258,9.93E-07
0.421414099,4.66E-06
0.433375646,9.84E-06
0.445337193,1.64E-05
0.45729874,2.49E-05
0.469260288,3.51E-05
0.481835248,4.66E-05
0.493796795,5.84E-05
0.50514493,7.03E-05
0.517413183,8.08E-05
0.529681437,8.91E-05
0.541336278,9.39E-05
0.553911238,9.51E-05
0.565259372,9.32E-05
0.577220919,8.86E-05
0.589795879,8.32E-05
0.601144014,7.78E-05
0.613718974,7.23E-05
0.625373815,6.79E-05
0.637335362,6.38E-05
0.648990203,6.04E-05
0.661871869,5.76E-05
0.673220004,5.50E-05
0.685488257,5.29E-05
0.697449805,5.10E-05
0.709411352,4.94E-05
