Potential (V),Current (A),
-0.0481533080796521,-1.62E-05,-16.2431677729458
-0.0361917608148318,-1.55E-05,-15.4641336690318
-0.0242302135500114,-1.46E-05,-14.556282902266
-0.0125753726253147,-1.35E-05,-13.5098008697642
-4.13E-07,-1.24E-05,-12.4436896314946
0.0119611345845731,-1.12E-05,-11.201528953994
0.0239226818493934,-9.73E-06,-9.72872510872053
0.0358842291142138,-8.23E-06,-8.23322499427787
0.0481524827191577,-6.79E-06,-6.78741130693522
0.0598073236438544,-5.26E-06,-5.26308079652094
0.0717688709086747,-3.92E-06,-3.91541313801785
0.0840371245136187,-2.75E-06,-2.74747539482719
0.0953852590981918,-1.80E-06,-1.79668574044404
0.107960219043259,-1.24E-06,-1.24025909819181
0.119615059967956,-1.30E-06,-1.29528221560998
0.1318833135729,-1.77E-06,-1.76969558251316
0.144151567177844,-2.62E-06,-2.62172579537652
0.155806408102541,-3.92E-06,-3.91970702677958
0.167767955367361,-5.20E-06,-5.19867246509499
0.179729502632181,-6.34E-06,-6.33777981231403
0.191691049897002,-7.16E-06,-7.15975280384527
0.203959303501945,-8.06E-06,-8.05594872968643
0.215920850766766,-8.62E-06,-8.6184481574731
0.227882398031586,-8.97E-06,-8.96747997253376
0.239537238956283,-9.06E-06,-9.06133211261158
0.25119207988098,-8.90E-06,-8.90245822842756
0.263767039826047,-8.86E-06,-8.85951934081025
0.275728587090867,-8.39E-06,-8.39393911650263
0.287690134355688,-7.51E-06,-7.5136919203479
